,n_adj,n_adp,n_adv,n_aux,n_cconj,n_det,n_intj,n_noun,n_num,n_part,n_pron,n_propn,n_punct,n_sconj,n_sym,n_verb,n_space,n_uadj,n_uadp,n_uadv,n_uaux,n_ucconj,n_udet,n_uintj,n_unoun,n_unum,n_upart,n_upron,n_upropn,n_upunct,n_usconj,n_usym,n_uverb,n_uspace,a_word_ps,a_bry_ps,corr_ttr,fkgl,fkre,a_kup_ps,a_kup_pw,t_bry
487,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
488,8,10,3,3,5,7,0,39,0,2,5,1,21,0,0,7,0,8,5,3,2,1,4,0,28,0,1,4,1,5,0,0,7,0,29.333,113.666,5.276,14.891,40.548,167.147,5.698,340.998
489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
490,6,19,19,16,11,18,3,26,0,7,28,1,24,1,0,29,5,6,11,15,6,3,6,3,22,0,2,10,1,5,1,0,21,2,21.0,80.58,5.658,6.897,83.015,88.721,4.225,725.219
491,3,4,2,6,3,5,1,15,0,3,9,3,10,4,0,9,6,3,4,2,4,1,3,1,15,0,2,8,3,6,3,0,9,2,10.429,39.332,5.379,3.995,84.995,46.304,4.44,275.323
492,2,6,1,5,3,6,0,14,0,1,9,0,5,2,0,11,2,2,4,1,3,2,3,0,11,0,1,4,0,3,2,0,11,1,20.667,86.681,4.221,5.602,91.707,100.55,4.865,260.042
493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
495,27,28,18,24,16,24,0,62,3,11,41,1,40,5,1,47,3,25,11,14,5,2,5,0,43,3,2,11,1,7,3,1,30,1,22.286,94.315,6.365,8.646,72.771,110.716,4.968,1320.417
496,10,25,23,28,10,25,0,49,1,9,34,1,20,4,0,36,3,10,13,19,7,3,5,0,38,1,2,5,1,3,3,0,30,1,18.429,74.037,5.943,7.788,72.051,92.859,5.039,1036.513
497,3,6,2,3,1,5,0,8,0,2,9,0,2,1,0,7,0,3,6,2,2,1,4,0,8,0,1,5,0,2,1,0,7,0,23.5,100.207,4.229,11.401,55.183,118.475,5.041,200.414
498,4,3,5,5,2,4,0,10,1,3,8,3,11,1,0,8,3,4,3,5,2,2,2,0,10,1,2,6,3,7,1,0,8,1,11.6,48.598,5.199,4.6,82.747,57.28,4.938,242.988
499,33,63,41,55,27,54,0,113,5,24,105,3,47,22,0,110,11,28,17,25,9,3,6,0,83,5,3,15,3,3,9,0,52,2,19.029,76.588,6.795,6.501,82.343,89.473,4.702,2680.577
500,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
501,3,8,3,8,6,10,0,17,0,2,16,0,7,3,0,11,1,2,4,3,2,2,4,0,15,0,2,6,0,3,2,0,8,1,44.0,166.05,3.92,17.125,50.657,225.35,5.122,332.101
502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
503,14,11,3,9,7,10,0,28,1,9,17,1,21,4,2,20,3,12,6,3,3,5,4,0,22,1,2,6,1,6,4,1,16,2,22.833,97.541,5.498,10.8,58.303,116.255,5.091,585.249
504,17,34,27,56,21,27,0,60,7,38,91,2,54,20,1,75,8,14,14,18,9,5,6,0,35,3,2,17,2,7,7,1,41,1,20.826,85.967,5.428,6.549,85.201,99.261,4.766,1977.235
505,31,30,27,24,18,27,1,49,7,14,60,10,45,6,0,58,9,28,9,23,6,3,6,1,30,4,2,16,8,9,4,0,32,1,16.087,61.239,6.286,6.088,80.069,71.493,4.444,1408.494
506,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
507,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
508,15,15,13,17,7,10,0,43,3,7,42,2,30,12,1,43,5,13,9,11,6,3,4,0,29,2,2,13,2,8,7,1,34,3,13.0,54.358,6.472,5.264,80.478,63.218,4.863,978.439
509,7,16,8,9,4,13,0,16,0,8,17,8,13,4,0,17,0,7,7,7,5,3,6,0,15,0,2,6,8,4,3,0,13,0,18.143,67.417,5.082,5.516,87.833,70.579,3.89,471.917
510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
511,4,4,0,1,3,2,1,5,3,0,2,2,12,0,0,3,2,4,3,0,1,1,1,1,5,3,0,1,2,3,0,0,3,1,8.0,24.21,3.625,3.386,85.034,33.343,4.168,96.838
512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
513,3,6,5,5,3,8,1,13,1,2,9,0,7,0,0,5,2,3,6,5,2,2,5,1,12,1,2,5,0,4,0,0,5,2,10.667,39.605,4.685,3.689,87.615,48.42,4.539,237.629
514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
515,4,5,5,2,0,5,1,17,1,0,5,9,10,0,0,8,6,4,4,5,1,0,3,1,15,1,0,3,9,6,0,0,7,1,13.6,43.275,5.145,9.67,49.957,58.412,4.295,216.375
516,2,3,0,5,2,1,0,5,0,1,4,5,3,0,0,6,1,2,3,0,5,2,1,0,5,0,1,1,5,2,0,0,6,1,17.5,63.411,3.944,9.104,60.964,78.975,4.513,126.821
517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
518,2,8,4,2,2,9,1,17,2,1,6,0,7,2,0,8,4,2,8,4,1,1,4,1,15,2,1,3,0,4,2,0,6,3,11.333,42.451,4.802,4.621,82.117,52.115,4.598,254.708
519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
520,4,6,1,8,1,5,0,14,0,0,5,2,7,3,0,5,1,4,5,1,4,1,3,0,13,0,0,5,1,5,2,0,5,1,18.333,68.761,4.672,7.865,71.325,81.43,4.442,206.283
521,6,15,9,20,3,18,1,42,1,10,24,0,21,7,0,26,7,6,7,9,7,2,5,1,29,1,3,9,0,4,5,0,23,1,17.182,72.842,5.349,5.783,84.205,82.512,4.802,801.266
522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
523,3,6,4,5,4,9,1,12,1,5,6,0,10,1,0,14,1,3,3,4,2,2,6,1,6,1,2,3,0,5,1,0,12,1,9.0,35.254,4.0,5.456,71.975,44.295,4.922,282.029
524,3,5,4,8,1,6,0,8,0,3,7,3,10,1,0,8,1,3,4,4,4,1,5,0,8,0,2,3,3,5,1,0,6,1,14.5,51.923,4.457,5.324,82.721,63.963,4.411,207.693
525,2,5,6,3,1,2,0,3,1,2,8,3,5,1,0,6,1,2,3,6,1,1,1,0,3,1,1,2,3,3,1,0,6,1,11.0,36.049,3.624,0.232,112.993,42.773,3.888,144.198
526,38,61,37,54,23,44,0,116,6,30,88,24,94,16,6,92,6,29,16,24,9,3,5,0,70,6,3,13,14,8,11,1,52,5,23.37,86.534,7.037,8.934,72.638,107.556,4.602,2336.428
527,1,6,1,4,1,1,0,8,0,3,9,6,6,0,0,8,0,1,4,1,4,1,1,0,7,0,1,4,5,4,0,0,7,0,16.0,52.249,3.98,7.367,70.745,67.393,4.212,156.748
528,11,8,9,11,4,7,0,19,0,4,15,5,16,2,0,11,1,11,5,9,4,2,4,0,16,0,2,3,5,5,2,0,9,1,11.889,48.285,5.332,5.92,73.798,60.524,5.091,434.561
529,2,5,2,2,2,0,0,5,0,1,6,0,2,2,0,3,1,2,5,2,2,1,0,0,4,0,1,2,0,2,2,0,3,1,15.5,51.888,3.302,3.397,98.315,60.835,3.925,103.775
530,25,22,15,20,13,16,0,41,4,7,36,3,25,6,0,29,6,24,10,15,6,3,6,0,27,4,2,11,3,4,5,0,21,1,16.2,62.638,6.26,5.733,82.814,75.501,4.661,939.563
531,0,5,0,7,2,3,0,11,0,4,10,0,7,1,0,10,1,0,3,0,4,2,3,0,10,0,3,5,0,3,1,0,9,1,13.5,59.584,4.234,4.097,89.733,68.265,5.057,238.337
532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
533,19,49,23,31,11,24,0,67,3,11,58,1,39,12,0,48,3,18,18,22,6,2,7,0,42,3,2,15,1,6,6,0,32,1,22.312,90.96,6.362,9.01,70.203,101.098,4.531,1455.367
534,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
536,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
537,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
538,43,37,20,21,29,27,0,73,1,13,38,52,55,10,0,46,17,35,10,16,6,4,5,0,49,1,3,10,35,7,6,0,33,2,38.0,146.228,7.401,17.212,39.341,173.638,4.569,1608.509
539,20,26,16,23,8,18,0,46,5,12,42,2,38,8,0,41,6,17,15,16,7,3,5,0,34,5,3,10,2,7,5,0,32,2,14.263,56.404,6.744,6.736,72.17,63.881,4.479,1071.682
540,2,3,5,1,1,1,1,5,0,1,7,1,3,0,0,5,0,2,3,3,1,1,1,1,5,0,1,3,1,3,0,0,4,0,6.8,21.674,3.517,0.597,102.892,27.366,4.024,108.369
541,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
542,8,7,1,5,2,8,1,14,0,2,13,0,7,2,0,11,1,8,5,1,5,1,4,1,14,0,1,9,0,2,2,0,11,1,15.0,65.041,5.226,8.983,57.378,84.348,5.623,325.204
543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
544,22,41,14,43,24,37,0,79,10,22,45,5,47,7,7,62,6,18,16,13,6,3,8,0,57,5,2,10,5,8,4,3,39,2,26.0,104.32,6.552,9.924,70.221,120.677,4.641,1669.12
545,4,3,4,2,4,3,0,7,0,1,5,4,10,1,1,8,2,3,3,3,1,2,2,0,6,0,1,5,4,6,1,1,6,1,16.0,63.135,4.491,6.629,76.032,77.593,4.85,189.405
546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
547,2,3,3,4,0,5,0,8,0,0,5,1,4,2,0,5,2,2,2,3,1,0,1,0,8,0,0,4,1,3,2,0,5,1,10.0,37.403,3.69,4.24,82.475,48.25,4.825,149.611
548,15,22,13,19,6,20,1,43,4,14,30,4,20,5,2,32,6,14,9,10,5,1,4,1,34,3,3,11,3,5,4,1,24,1,15.6,62.002,5.963,5.017,86.878,71.347,4.574,930.023
549,16,30,38,45,15,20,0,44,3,16,62,1,29,16,0,51,2,15,12,26,6,3,6,0,36,3,2,12,1,6,10,0,26,1,25.571,103.353,5.867,7.963,83.519,116.214,4.545,1446.938
550,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
551,47,60,42,44,24,48,1,99,3,26,81,1,63,19,0,89,8,39,17,25,8,3,8,1,72,3,3,16,1,8,9,0,52,1,21.107,89.488,7.301,8.076,74.758,102.991,4.879,2505.651
552,14,17,12,17,6,10,0,26,3,5,28,0,25,8,0,26,1,12,10,9,5,1,4,0,23,2,2,8,0,7,5,0,18,1,14.417,55.846,5.537,5.789,79.239,71.74,4.976,670.152
553,8,14,10,15,10,10,0,21,0,6,27,0,12,5,0,29,2,8,8,10,4,2,5,0,18,0,2,8,0,3,4,0,26,1,15.6,54.956,5.265,5.849,80.913,72.251,4.631,549.559
554,11,8,3,6,4,14,0,24,0,4,12,0,10,1,0,15,3,9,5,3,6,2,2,0,18,0,2,8,0,7,1,0,14,1,26.0,113.912,5.2,12.023,55.172,139.838,5.378,455.648
555,80,131,68,86,41,113,6,217,6,46,193,24,147,38,0,181,26,52,19,45,11,3,10,6,133,4,3,18,20,8,10,0,84,5,20.274,81.251,8.038,7.412,78.033,94.445,4.658,5037.586
556,16,10,12,22,11,8,1,22,0,12,29,1,16,6,0,26,2,11,6,10,2,3,4,1,18,0,2,10,1,4,4,0,23,1,19.778,74.565,5.088,6.111,86.476,92.808,4.693,671.087
557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
558,16,27,10,16,8,23,0,48,5,4,36,10,31,5,1,31,3,13,11,8,6,1,3,0,33,5,1,11,10,6,4,1,24,2,22.0,79.578,6.091,8.496,73.336,97.226,4.419,875.355
559,5,13,10,8,5,14,0,21,3,5,19,4,24,2,0,15,4,5,9,10,3,2,3,0,19,3,3,7,4,8,2,0,14,1,12.7,48.365,5.522,4.415,86.03,59.001,4.646,483.652
560,4,6,4,5,4,8,0,19,0,2,8,5,15,1,0,7,7,4,3,4,2,3,3,0,18,0,2,4,5,7,1,0,7,2,11.571,39.97,5.107,5.093,79.157,50.927,4.401,279.791
561,5,15,5,8,5,7,1,23,4,5,15,28,31,2,0,12,8,5,5,5,5,3,3,1,18,4,3,7,13,4,2,0,9,2,11.833,37.518,5.163,5.811,74.478,46.173,3.902,450.218
562,19,42,21,30,21,27,0,78,2,17,53,5,50,14,5,54,5,17,15,17,5,4,8,0,61,2,3,15,5,7,7,2,41,1,24.188,102.039,7.081,9.485,70.141,115.97,4.795,1632.619
563,34,57,12,25,16,40,0,93,2,22,63,0,49,12,0,69,9,26,14,9,5,3,7,0,56,2,2,12,0,6,6,0,48,2,18.2,72.864,6.232,8.936,63.414,89.169,4.899,1821.61
564,4,4,1,4,3,4,0,9,0,1,11,2,9,1,1,13,1,4,4,1,3,1,4,0,9,0,1,6,2,5,1,1,12,1,12.0,42.14,5.021,4.627,83.265,46.312,3.859,210.7
565,43,37,23,20,25,42,1,74,5,17,33,39,64,11,1,55,9,31,11,17,6,4,7,1,50,4,2,9,19,9,6,1,40,2,26.625,111.406,7.229,12.217,54.897,128.919,4.842,1782.491
566,1,3,1,5,1,6,1,8,0,1,5,1,6,1,0,5,0,1,2,1,3,1,3,1,7,0,1,4,1,4,1,0,5,0,9.75,41.238,3.963,4.551,79.8,47.683,4.891,164.952
567,8,17,13,9,1,11,1,25,0,4,20,2,16,0,0,16,4,7,11,10,3,1,4,1,21,0,2,8,2,7,0,0,13,2,18.714,73.068,5.375,6.931,78.7,84.571,4.519,511.475
568,3,5,1,4,2,4,0,9,0,1,6,1,4,2,0,6,2,3,5,1,2,1,2,0,7,0,1,5,1,3,1,0,5,2,11.5,44.649,3.962,3.773,88.493,54.468,4.736,178.594
569,3,5,2,2,0,3,0,6,0,0,4,0,4,0,0,2,1,3,4,2,1,0,3,0,6,0,0,4,0,2,0,0,2,1,7.0,26.807,3.742,3.576,81.894,37.605,5.372,107.226
570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
571,18,24,21,27,13,23,1,38,3,18,37,6,21,8,0,39,9,18,12,16,5,3,7,1,32,3,3,9,5,4,7,0,34,2,19.0,72.214,6.534,5.525,89.295,82.512,4.343,1083.211
572,60,74,51,59,37,59,3,110,4,31,121,5,76,23,1,119,27,40,17,32,13,4,8,3,62,4,3,15,5,9,7,1,69,3,28.0,102.968,6.92,9.824,74.499,123.867,4.424,2883.092
573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
574,7,14,8,9,6,6,0,19,1,1,21,2,13,1,0,14,1,7,10,7,2,3,4,0,16,1,1,7,2,4,1,0,11,1,15.714,58.567,4.922,4.806,88.596,69.81,4.442,409.97
575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
576,14,12,10,12,8,17,0,24,5,4,20,3,23,4,0,31,2,12,7,9,6,3,6,0,16,3,2,10,3,4,2,0,24,1,16.6,76.397,5.763,7.376,71.75,85.385,5.144,763.967
577,1,5,2,5,1,2,0,6,0,1,6,0,6,0,0,6,0,1,5,2,5,1,2,0,6,0,1,4,0,3,0,0,6,0,35.0,145.514,4.064,12.22,69.79,159.04,4.544,145.514
578,0,3,3,2,0,1,0,5,0,0,5,1,4,0,0,4,0,0,3,3,2,0,1,0,3,0,0,4,1,3,0,0,4,0,12.0,52.283,3.608,13.182,21.93,57.145,4.762,104.567
579,10,12,2,7,6,4,1,14,0,3,17,1,10,0,1,17,2,10,11,2,4,2,2,1,14,0,1,8,1,4,0,1,14,1,19.0,76.193,5.369,7.595,74.453,86.97,4.577,380.965
580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
583,7,14,9,7,5,10,0,20,2,8,17,4,15,4,0,24,2,7,11,8,3,2,5,0,13,2,2,8,4,5,4,0,15,1,22.167,98.868,5.457,10.799,57.118,104.452,4.712,593.209
584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
586,13,15,6,21,6,11,3,32,1,8,38,1,18,7,0,25,4,9,7,5,7,3,4,3,19,1,2,10,1,7,4,0,15,2,13.643,51.948,4.861,4.805,84.912,63.704,4.669,727.277
587,11,20,2,12,4,11,0,39,2,6,19,2,20,3,0,22,3,9,9,2,5,4,4,0,23,2,2,5,2,5,3,0,19,3,19.0,81.374,5.277,9.132,63.433,97.646,5.139,650.99
588,6,6,2,4,1,3,0,7,1,1,3,2,5,0,1,6,1,6,4,2,2,1,3,0,7,1,1,2,2,3,0,1,6,1,14.333,52.695,4.529,10.581,44.729,74.623,5.206,158.086
589,19,18,22,16,11,14,1,41,0,12,25,1,26,5,1,32,5,18,11,18,5,3,5,1,37,0,2,3,1,5,4,1,25,2,17.0,73.712,6.374,6.684,77.418,78.672,4.628,958.254
590,4,5,5,2,2,2,1,10,0,0,7,1,5,1,0,4,0,4,4,4,2,1,2,1,9,0,0,4,1,3,1,0,4,0,11.0,47.038,4.264,4.791,80.306,62.255,5.66,188.15
591,6,5,4,9,1,4,0,9,0,1,6,0,8,3,0,10,1,4,3,4,4,1,3,0,7,0,1,5,0,4,2,0,10,1,14.75,66.571,4.327,6.363,75.718,79.725,5.405,266.283
592,9,8,9,12,3,8,1,18,1,3,22,6,14,4,0,19,9,8,5,8,4,2,4,1,15,1,2,6,6,6,3,0,16,2,14.667,53.958,5.354,5.685,80.43,66.789,4.554,485.623
593,47,52,26,64,23,69,1,128,5,27,58,8,50,16,0,73,11,38,13,18,8,4,8,1,76,4,3,14,6,8,6,0,48,2,27.773,121.288,7.009,10.846,66.769,145.237,5.229,2668.332
594,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
595,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
596,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
598,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
599,10,16,9,17,4,12,1,33,3,9,19,2,17,4,0,21,5,9,8,9,4,2,5,1,27,3,2,4,2,4,4,0,18,2,16.5,65.17,5.45,5.22,87.029,73.014,4.425,651.697
600,13,28,16,21,11,14,0,55,5,4,25,4,48,4,0,32,6,13,10,15,7,3,4,0,43,3,2,7,4,8,3,0,29,1,17.214,69.405,6.65,7.82,69.659,86.411,5.02,971.67
601,7,8,8,7,7,8,0,22,1,2,9,8,15,4,0,12,4,6,5,8,4,2,3,0,17,1,1,4,7,5,3,0,10,1,17.667,70.196,5.082,7.887,69.984,84.863,4.804,421.175
602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
603,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
605,22,31,19,15,14,33,0,62,5,3,44,1,36,11,0,41,3,20,11,14,7,2,7,0,44,5,2,11,1,9,7,0,24,2,30.4,122.741,6.286,12.025,62.993,152.194,5.006,1227.406
606,1,4,4,3,5,2,0,12,0,2,9,4,8,1,4,9,0,1,3,4,1,1,2,0,12,0,1,7,4,3,1,2,7,0,19.0,62.266,4.496,4.034,99.982,79.99,4.21,186.798
607,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
608,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
609,2,6,3,7,0,3,0,14,2,3,14,1,6,1,0,9,2,2,5,3,4,0,1,0,12,2,1,5,1,5,1,0,6,1,13.4,49.123,4.147,5.311,80.855,60.34,4.503,245.614
610,4,4,0,6,2,4,0,14,0,3,9,2,3,5,0,9,2,4,3,0,3,1,3,0,14,0,2,5,2,1,4,0,9,1,16.0,73.512,4.419,10.378,49.154,88.915,5.557,294.049
611,11,33,10,22,4,23,0,55,12,7,37,0,29,6,7,31,5,11,12,10,8,2,3,0,41,8,2,9,0,6,5,4,25,1,20.0,73.293,6.139,5.962,87.943,93.332,4.667,952.809
612,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
613,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
614,11,18,14,17,6,11,1,26,6,3,27,2,30,4,1,23,4,10,11,12,6,2,3,1,21,4,2,10,2,5,4,1,18,1,13.308,51.107,5.86,3.992,90.145,62.156,4.671,664.394
615,10,18,14,8,7,10,2,37,5,5,17,2,22,2,1,25,2,9,12,11,5,2,5,2,30,5,3,13,2,10,2,1,24,1,23.286,100.866,7.366,12.386,47.736,126.52,5.433,706.063
616,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
617,6,13,6,9,2,9,0,15,0,4,14,6,6,5,0,13,0,4,7,5,3,2,4,0,13,0,2,5,4,3,2,0,10,0,17.0,59.45,4.341,8.856,61.851,77.38,4.552,356.701
618,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
619,2,3,3,5,2,0,1,8,0,2,13,0,6,3,0,10,1,2,3,3,4,2,0,1,6,0,2,7,0,4,2,0,9,1,26.5,108.064,4.371,10.107,69.798,131.945,4.979,216.129
620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
